index,title,link
10,The Girl in Cabin 13 (Emma Griffin® FBI Mystery Book 1),https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MTM3MDc4MDgwNzY3ODE6MTc2MjI3NTE5OTpzcF9waG9uZV9zZWFyY2hfbXRmOjMwMDE0Mzg2NjI5MDgwMjo6MDo6&url=%2FGirl-Cabin-Emma-Griffin-Mystery-ebook%2Fdp%2FB0833JCPH5%2Fref%3Dmp_s_a_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw%26dib_tag%3Dse%26keywords%3Dprime%2Breads%2Bfree%2Bfor%2Bprime%2Bmembers%26qid%3D1762275198%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfbXRm%26psc%3D1
11,"The Key: The most gripping, heartbreaking novel of World War Two historical fiction from the global bestselling author of The Memory Box",https://www.amazon.com/Key-most-gripping-heartbreaking-book-ebook/dp/B07869BSD4/ref=mp_s_a_1_12?dib=eyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw&dib_tag=se&keywords=prime+reads+free+for+prime+members&qid=1762275198&sr=8-12
12,Fetching Raymond: A Story from the Ford County Collection,https://www.amazon.com/Fetching-Raymond-Story-County-Collection-ebook/dp/B00D0OPD96/ref=mp_s_a_1_13?dib=eyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw&dib_tag=se&keywords=prime+reads+free+for+prime+members&qid=1762275198&sr=8-13
13,Wilde Women,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MTM3MDc4MDgwNzY3ODE6MTc2MjI3NTE5OTpzcF9waG9uZV9zZWFyY2hfbXRmOjMwMDkxNDI5NDk5OTcwMjo6MDo6&url=%2FWilde-Women-Kiersten-Modglin-ebook%2Fdp%2FB0FP31GBM1%2Fref%3Dmp_s_a_1_14_sspa%3Fdib%3DeyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw%26dib_tag%3Dse%26keywords%3Dprime%2Breads%2Bfree%2Bfor%2Bprime%2Bmembers%26qid%3D1762275198%26sr%3D8-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfbXRm%26psc%3D1
14,The Boyfriend,https://www.amazon.com/Boyfriend-Freida-McFadden/dp/1728296226/ref=mp_s_a_1_15?dib=eyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw&dib_tag=se&keywords=prime+reads+free+for+prime+members&qid=1762275198&sr=8-15
15,Found: the absolutely gripping and emotional bestselling thriller,https://www.amazon.com/Found-gripping-emotional-thriller-Radio-ebook/dp/B07ZNMFPJ4/ref=mp_s_a_1_16?dib=eyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw&dib_tag=se&keywords=prime+reads+free+for+prime+members&qid=1762275198&sr=8-16
16,Just Curious,https://www.amazon.com/Just-Curious-Jude-Deveraux-ebook/dp/B008O58I4S/ref=mp_s_a_1_17?dib=eyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw&dib_tag=se&keywords=prime+reads+free+for+prime+members&qid=1762275198&sr=8-17
17,Covent Garden in the Snow: The most gorgeous and heartwarming Christmas romance of the year!,https://www.amazon.com/Covent-Garden-Snow-heartwarming-Christmas-ebook/dp/B06XRFWHRZ/ref=mp_s_a_1_18?dib=eyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw&dib_tag=se&keywords=prime+reads+free+for+prime+members&qid=1762275198&sr=8-18
18,The American Girl: The Number One bestselling Irish historical fiction novel of heartbreaking secrets in a home for unwed mothers,https://www.amazon.com/American-Girl-bestselling-heartbreaking-secrets-ebook/dp/B09K793M2H/ref=mp_s_a_1_19?dib=eyJ2IjoiMSJ9.5XrypObmafbnK12EhpGJQEmpC6wQ8LJyh-ngIoT1mB9Syyk-WPDH_Aunnq1mq3WBrX1Av63jlhvpQ3PcINRkUzqTpT4KkX5-HuFiy_C1qcBE5mtxgjRraLR86HJwH36lHWJTXSZH3_3_Xuh6S-t2tUirdRXDo5iNa2m4uJFz2fPiMehmZ0qqwtVpCoOz0Duq4y2HfQ87l9EcMFucQHMZtQ.qnqwzgN9w78NSvf2VaFSTUDnnHVeq5NhVFX8HeCmHsw&dib_tag=se&keywords=prime+reads+free+for+prime+members&qid=1762275198&sr=8-19
19,unknown ,https://www.amazon.comhttps://aax-us-east-retail-direct.amazon.com/x/c/JGV4C6FzEkguF0Eb1tBFwC0AAAGaT8mJnQEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICDDGSKC/clv1_CEuOPUxokZA0iHrVX8wgyn-IGVJxVetokLIF02eB6d5p4X997jnOMf018nHz9hvWjq0yzpNb3XTPsunPnWEceXpTOAWWJu_IKGpRVnhLVWT5MbZVmQYOLZEdHEeploamXJOUI0W78tANGk5hgFv_ak5TLFFOGshzBElqUqEnHhGU36Ta0Ek8SAz5MJbld7QzBH9acdHMzpkFUDVhJ9oQXuEFlsWsnsI6KjDhFKorgxcWp4FvlLz2S1sKgEji6npOAE_zFP7W4zho-hUrANRvXRGwenKzslPpBOrh0rfOFq8VEh2D8byFyCnOZALHHJaq9-sczsxsTvDakJrmCvmyNeom5N1IeAULvZQo5-pLSqROwkFHI2eB0z-R5rIBU0KHcCRtq0SmgkUghW7SJLzXfGVyRbP6u8pDZfIZM3hCrgUANL9bkxVaLztUwaVWXQoMHaeUao3xp-WQHS8cbA2SvJ4uQ2qPp1y_TBdOTLAmp_2qFGp75LHc-AHMbHhxNK2CqqpS0ANBCZckvBiPqG6J_QDbShZBIlAiKhHYaBTXJr2tTyesYBV04HgFDGfLZXTbcOg1kdlQdgfD0O5fltwGIA3fMTRdiCxa_eAfgriSoXM6mpyp-PsPXWjG5SaBd6WbC0ktbP4TMT9iyep3GJ9ZnScx7oCuBhVae1cenulX0qgpAxYTNhihpG0ZpRbxcudp_Td48XdQw-5g3rQGN1HqN34m_5LxD_nQ8p_BFnEpQTP_sUnWaPMp5wZ1segCa8OiqYF-ExyZ93TMqhrRAV7uASt-rzfJI2B1rtFpW_0oZC-ix1wiYtRNgAVtpbS2VWm8cdW_TQhChzqU58VfZswUpZ6-2mZBmNiOLcGyr-qsh2Oxz27r7SgQyCPsim2vgRzIuP9_nYUElh_gGt8STPodHfW53fG-3CtnCxw7KgbYowrZqjF-PUclanRkRy-913WunQmjRYDA7q-1tuzD5gqHYKpTNMGRZ7nBokSIZXV7L_QLUz12dXJzQoWHlAfEA3c9ISCX0ZBtzyoYZ7gOyob7_ipC3wZYKeqRold5_INc6wZmVRmYVYPxEAvnMqVSAs53QFCiSo6XDwI4EruyXpmDr8fHBQbN7JpnWeVXJAVgZZKkMS2GBc8wg3dcB5WouenRg5cGR8e_wgMsPrVvmgYWR2o1V-rBAmfRPbceu4jWtLHF1x-rjCv10ZYnlicxQeUmEFe1IXz4xGiGXCclpHTGIPa78chYhalB_2eo1bEVKmfODEU7V0WSy1iHiiAHG_3KR-15rdCcPEv4UqNEXLIMmUILzpNQoZOK7jCQnGSaO93NKORhT_viyNMevzOp94cLKbQ-WiqVzEnorOYPeUcm0_rF8NcK1mZoCZx5NL904L8xk3qlOE22m9SeFE25XLNsMyXBZEysZxf7CxE9VJPlXqi3nxLwEW5_6pcD5v7XqUdHUhJJq5IkJ8YPNQTWFQGSwRwaDBzEhoTfgjbjEjfxd2KdyQCdYs8C5b5w9uEht1EllEHDJX6zPHRh3Z4KqdOIrlj0YgdWcspYEKjXcY86DjPYgcacKBizBUqAJqFJq82518mdzoqEQoB5Ud4EjvFLU9j-Pl3C06fdQ_TkJ30jbQBl_--KzIAP3LDUwnnlyu2pSVPkFS2isRRVq3t3V4ycdA6bFmTnm48pWyC3qBhD7a8WTQvvdl8XBfNglfIZS_uScNguvrXsSlIs3825-e2Ol9ove5K_tT9tnm2rhbUUJwy3yipwgiy8rZdBEjfKw2qptfvqnM9UXalv40r8PccRhbIMxiSSooZCKvBQUqAc-HJxTejzm0jyf9eiE1PotaarLISO6rwU1fk_Y9yqt6VZuix8auJnd7Yyhf7xB33uNbC4hLlrfZWeeeF6UyM3hTlEs9XZFY62mn08e5229sQulNrSSAB_m_P0-yFwc1SqLvjivCVh0vsPZ5Pcu7E3hXgwFy9b2IzgUaEDyzylOjZ6n7HMcUYVPPOL5be5aIzaG0fTwPtFJCK_SZF7GwDdXtDlMCQ9Wf67VaGG3BHQgXcxMupCWBdCB7srgQ1b1KneuOfH0OJGWZ2EQtA1Qqt9f587t5lGdXAgU8YWiHsUQYHdmfvbj57snV9vrQn1yOsdzpPhLvRIVT4qmFB6g_WA1kcVaxkfV02idLNz2MZv_R7nDWd13n9vKXxtKhaiOQ_q5iaNY9uw3SEollDEC5AVRrAhapHiDcSNXa1FOnEWAzcy46GjF7y7-tuJioFsRK9_2PmGqO15ozxh28zWPEtdmcADZpQJewHF5LG_UODon1QOKar8YcnHl3HYgzxEJ7kHZIPhKufR1Cl0TJiqS95zPGeh69N6LSJmTmX19ZnUMcksxDLb1uQ03nnQqxbKGur5Js8ko7BLrjv5OPpiBKgDVKZnOSAdsrV8A0JHrVgCtaYlUYhYOw/https://www.amazon.com/stores/author/B07VSYMSFJ/?_encoding=UTF8&store_ref=SB_A020319133AEI9NI57CL-A00778891XDRJ6OSXTS75&pd_rd_plhdr=t&aaxitk=be1da233bd14a8d3b254a3a398701b69&hsa_cr_id=0&lp_asins=B09NQJ37D3%2CB07W7T9M9Z%2CB07XY924MG&lp_query=prime%20reads%20free%20for%20prime%20members&lp_slot=mobile-hsa-3psl&ref_=sbx_be_s_3psl_mbscm_mb0_bkgd&pd_rd_w=wkyAp&content-id=amzn1.sym.30f2f024-7b49-496d-9558-16111cc78a23%3Aamzn1.sym.30f2f024-7b49-496d-9558-16111cc78a23&pf_rd_p=30f2f024-7b49-496d-9558-16111cc78a23&pf_rd_r=MMHATN01DB77Z2FD16MS&pd_rd_wg=VAjJf&pd_rd_r=8a99655e-2e28-4b48-9b40-22fafc92c0c6
